Dilution rate,Species,Sample,Frequency,Empirical
0.04,Brachionus,2,-0.942477796076938,0.027903662802360913
0.04,Brachionus,2,-0.7853981633974483,0.041642018459461146
0.04,Brachionus,2,-0.6283185307179586,0.07305587933132919
0.04,Brachionus,2,-0.471238898038469,0.2632051356084168
0.04,Brachionus,2,-0.3141592653589793,0.31135781960988135
0.04,Brachionus,2,-0.15707963267948966,0.10791183079066602
0.04,Brachionus,2,0.0,0.028227943516320825
0.04,Brachionus,2,0.15707963267948966,0.10791183079066602
0.04,Brachionus,2,0.3141592653589793,0.31135781960988135
0.04,Brachionus,2,0.471238898038469,0.2632051356084168
0.04,Brachionus,2,0.6283185307179586,0.07305587933132919
0.04,Brachionus,2,0.7853981633974483,0.041642018459461146
0.04,Brachionus,2,0.942477796076938,0.027903662802360913
0.04,Brachionus,2,1.0995574287564276,0.021286412878216476
0.04,Brachionus,2,1.2566370614359172,0.023967322707920583
0.04,Brachionus,2,1.413716694115407,0.016491842121824567
0.04,Brachionus,2,1.5707963267948966,0.03598818955209591
0.04,Brachionus,2,1.7278759594743864,0.06975188996097158
0.04,Brachionus,2,1.884955592153876,0.0783325308106551
0.04,Brachionus,2,2.0420352248333655,0.03316201202738615
0.04,Brachionus,2,2.199114857512855,0.11338264855781917
0.04,Brachionus,2,2.356194490192345,0.19166823156835036
0.04,Brachionus,2,2.5132741228718345,0.13516026659012975
0.04,Brachionus,2,2.6703537555513246,0.05347137803504231
0.04,Brachionus,2,2.827433388230814,0.03937062179844752
0.04,Brachionus,2,2.9845130209103035,0.07562983094019297
0.04,Brachionus,2,3.141592653589793,0.16654049251675948
0.04,Chlorella,1,-3.141592653589793,0.00015927148422368155
0.04,Chlorella,1,-2.9845130209103035,0.0005579394262159497
0.04,Chlorella,1,-2.827433388230814,0.0004638154108494392
0.04,Chlorella,1,-2.6703537555513246,0.00032762368471509715
0.04,Chlorella,1,-2.5132741228718345,0.00014983940012315715
0.04,Chlorella,1,-2.356194490192345,6.956576364090874e-05
0.04,Chlorella,1,-2.199114857512855,0.00020798645901644468
0.04,Chlorella,1,-2.0420352248333655,0.00025711137757654926
0.04,Chlorella,1,-1.884955592153876,8.189802749763552e-05
0.04,Chlorella,1,-1.7278759594743864,0.00011227697413934175
0.04,Chlorella,1,-1.5707963267948966,0.00019893236170914189
0.04,Chlorella,1,-1.413716694115407,0.00011804506353272819
0.04,Chlorella,1,-1.2566370614359172,0.0003487872293032705
0.04,Chlorella,1,-1.0995574287564276,0.00044022537639603585
0.04,Chlorella,1,-0.942477796076938,0.00033077074398311115
0.04,Chlorella,1,-0.7853981633974483,0.00011308378697438353
0.04,Chlorella,1,-0.6283185307179586,0.0012863303795715491
0.04,Chlorella,1,-0.471238898038469,0.0015898786776219274
0.04,Chlorella,1,-0.3141592653589793,0.001038576417433592
0.04,Chlorella,1,-0.15707963267948966,0.0002030667543413957
0.04,Chlorella,1,0.0,7.779573282389842e-05
0.04,Chlorella,1,0.15707963267948966,0.0002030667543413957
0.04,Chlorella,1,0.3141592653589793,0.001038576417433592
0.04,Chlorella,1,0.471238898038469,0.0015898786776219274
0.04,Chlorella,1,0.6283185307179586,0.0012863303795715491
0.04,Chlorella,1,0.7853981633974483,0.00011308378697438353
0.04,Chlorella,1,0.942477796076938,0.00033077074398311115
0.04,Chlorella,1,1.0995574287564276,0.00044022537639603585
0.04,Chlorella,1,1.2566370614359172,0.0003487872293032705
0.04,Chlorella,1,1.413716694115407,0.00011804506353272819
0.04,Chlorella,1,1.5707963267948966,0.00019893236170914189
0.04,Chlorella,1,1.7278759594743864,0.00011227697413934175
0.04,Chlorella,1,1.884955592153876,8.189802749763552e-05
0.04,Chlorella,1,2.0420352248333655,0.00025711137757654926
0.04,Chlorella,1,2.199114857512855,0.00020798645901644468
0.04,Chlorella,1,2.356194490192345,6.956576364090874e-05
0.04,Chlorella,1,2.5132741228718345,0.00014983940012315715
0.04,Chlorella,1,2.6703537555513246,0.00032762368471509715
0.04,Chlorella,1,2.827433388230814,0.0004638154108494392
0.04,Chlorella,1,2.9845130209103035,0.0005579394262159497
0.04,Chlorella,1,3.141592653589793,0.00015927148422368155
0.04,Chlorella,2,-3.141592653589793,0.00014923513112054352
0.04,Chlorella,2,-2.9845130209103035,0.0003730166896151624
0.04,Chlorella,2,-2.827433388230814,0.00046906809229747354
0.04,Chlorella,2,-2.6703537555513246,0.0002248855317878845
0.04,Chlorella,2,-2.5132741228718345,4.0930420566561756e-05
0.04,Chlorella,2,-2.356194490192345,0.00011979570480305389
0.04,Chlorella,2,-2.199114857512855,0.00012894298002782146
0.04,Chlorella,2,-2.0420352248333655,7.458191157279652e-05
0.04,Chlorella,2,-1.884955592153876,5.929838765093958e-05
0.04,Chlorella,2,-1.7278759594743864,4.515505743205457e-05
0.04,Chlorella,2,-1.5707963267948966,6.277524553102518e-05
0.04,Chlorella,2,-1.413716694115407,0.00014606841717084869
0.04,Chlorella,2,-1.2566370614359172,0.0004015142964809359
0.04,Chlorella,2,-1.0995574287564276,0.0007737896997763574
0.04,Chlorella,2,-0.942477796076938,0.0004327559291414751
0.04,Chlorella,2,-0.7853981633974483,0.0005586243796187324
0.04,Chlorella,2,-0.6283185307179586,0.0013671544993829304
0.04,Chlorella,2,-0.471238898038469,0.0024219447358766895
0.04,Chlorella,2,-0.3141592653589793,0.0008600319240595553
0.04,Chlorella,2,-0.15707963267948966,0.0005325923549244813
0.04,Chlorella,2,0.0,0.0002232257563772402
0.04,Chlorella,2,0.15707963267948966,0.0005325923549244813
0.04,Chlorella,2,0.3141592653589793,0.0008600319240595553
0.04,Chlorella,2,0.471238898038469,0.0024219447358766895
0.04,Chlorella,2,0.6283185307179586,0.0013671544993829304
0.04,Chlorella,2,0.7853981633974483,0.0005586243796187324
0.04,Chlorella,2,0.942477796076938,0.0004327559291414751
0.04,Chlorella,2,1.0995574287564276,0.0007737896997763574
0.04,Chlorella,2,1.2566370614359172,0.0004015142964809359
0.04,Chlorella,2,1.413716694115407,0.00014606841717084869
0.04,Chlorella,2,1.5707963267948966,6.277524553102518e-05
0.04,Chlorella,2,1.7278759594743864,4.515505743205457e-05
0.04,Chlorella,2,1.884955592153876,5.929838765093958e-05
0.04,Chlorella,2,2.0420352248333655,7.458191157279652e-05
0.04,Chlorella,2,2.199114857512855,0.00012894298002782146
0.04,Chlorella,2,2.356194490192345,0.00011979570480305389
0.04,Chlorella,2,2.5132741228718345,4.0930420566561756e-05
0.04,Chlorella,2,2.6703537555513246,0.0002248855317878845
0.04,Chlorella,2,2.827433388230814,0.00046906809229747354
0.04,Chlorella,2,2.9845130209103035,0.0003730166896151624
0.04,Chlorella,2,3.141592653589793,0.00014923513112054352
0.07,Brachionus,1,-3.141592653589793,0.15219329279794436
0.07,Brachionus,1,-2.9845130209103035,0.6238944827887409
0.07,Brachionus,1,-2.827433388230814,0.8870101611056169
0.07,Brachionus,1,-2.6703537555513246,0.7959168955113451
0.07,Brachionus,1,-2.5132741228718345,0.3295338030630923
0.07,Brachionus,1,-2.356194490192345,0.22125845652386306
0.07,Brachionus,1,-2.199114857512855,0.7719630607868617
0.07,Brachionus,1,-2.0420352248333655,0.4674742176301421
0.07,Brachionus,1,-1.884955592153876,0.3453427706520519
0.07,Brachionus,1,-1.7278759594743864,0.43318148646438986
0.07,Brachionus,1,-1.5707963267948966,0.14878834216902298
0.07,Brachionus,1,-1.413716694115407,0.2309037936011877
0.07,Brachionus,1,-1.2566370614359172,0.344888659808567
0.07,Brachionus,1,-1.0995574287564276,0.50096700789089
0.07,Brachionus,1,-0.942477796076938,0.33341830942448203
0.07,Brachionus,1,-0.7853981633974483,0.05456830419114074
0.07,Brachionus,1,-0.6283185307179586,0.05174139572419716
0.07,Brachionus,1,-0.471238898038469,0.29521392483697007
0.07,Brachionus,1,-0.3141592653589793,0.3193474698492058
0.07,Brachionus,1,-0.15707963267948966,0.3326351519039816
0.07,Brachionus,1,0.0,0.025777337098464054
0.07,Brachionus,1,0.15707963267948966,0.3326351519039816
0.07,Brachionus,1,0.3141592653589793,0.3193474698492058
0.07,Brachionus,1,0.471238898038469,0.29521392483697007
0.07,Brachionus,1,0.6283185307179586,0.05174139572419716
0.07,Brachionus,1,0.7853981633974483,0.05456830419114074
0.07,Brachionus,1,0.942477796076938,0.33341830942448203
0.07,Brachionus,1,1.0995574287564276,0.50096700789089
0.07,Brachionus,1,1.2566370614359172,0.344888659808567
0.07,Brachionus,1,1.413716694115407,0.2309037936011877
0.07,Brachionus,1,1.5707963267948966,0.14878834216902298
0.07,Brachionus,1,1.7278759594743864,0.43318148646438986
0.07,Brachionus,1,1.884955592153876,0.3453427706520519
0.07,Brachionus,1,2.0420352248333655,0.4674742176301421
0.07,Brachionus,1,2.199114857512855,0.7719630607868617
0.07,Brachionus,1,2.356194490192345,0.22125845652386306
0.07,Brachionus,1,2.5132741228718345,0.3295338030630923
0.07,Brachionus,1,2.6703537555513246,0.7959168955113451
0.07,Brachionus,1,2.827433388230814,0.8870101611056169
0.07,Brachionus,1,2.9845130209103035,0.6238944827887409
0.07,Brachionus,1,3.141592653589793,0.15219329279794436
0.07,Brachionus,2,-3.141592653589793,0.057771462335430235
0.07,Brachionus,2,-2.9845130209103035,0.4025637818156733
0.07,Brachionus,2,-2.827433388230814,0.8623163964727114
0.07,Brachionus,2,-2.6703537555513246,0.9893933336070347
0.07,Brachionus,2,-2.5132741228718345,0.32452043913743256
0.07,Brachionus,2,-2.356194490192345,0.09517314588800956
0.07,Brachionus,2,-2.199114857512855,0.2908062794439994
0.07,Brachionus,2,-2.0420352248333655,0.0351289202770915
0.07,Brachionus,2,-1.884955592153876,0.25483420832124914
0.07,Brachionus,2,-1.7278759594743864,0.1279700717604105
0.07,Brachionus,2,-1.5707963267948966,0.31785840507171703
0.07,Brachionus,2,-1.413716694115407,0.16220936910503386
0.07,Brachionus,2,-1.2566370614359172,0.044697200375255805
0.07,Brachionus,2,-1.0995574287564276,0.2297624909452796
0.07,Brachionus,2,-0.942477796076938,0.1729369400756864
0.07,Brachionus,2,-0.7853981633974483,0.10536468905578514
0.07,Brachionus,2,-0.6283185307179586,0.07429905944930854
0.07,Brachionus,2,-0.471238898038469,0.24764528993967064
0.07,Brachionus,2,-0.3141592653589793,0.13997711881217678
0.07,Brachionus,2,-0.15707963267948966,0.025405348551192763
0.07,Brachionus,2,0.0,0.019393117152160216
0.07,Brachionus,2,0.15707963267948966,0.025405348551192763
0.07,Brachionus,2,0.3141592653589793,0.13997711881217678
0.07,Brachionus,2,0.471238898038469,0.24764528993967064
0.07,Brachionus,2,0.6283185307179586,0.07429905944930854
0.07,Brachionus,2,0.7853981633974483,0.10536468905578514
0.07,Brachionus,2,0.942477796076938,0.1729369400756864
0.07,Brachionus,2,1.0995574287564276,0.2297624909452796
0.07,Brachionus,2,1.2566370614359172,0.044697200375255805
0.07,Brachionus,2,1.413716694115407,0.16220936910503386
0.07,Brachionus,2,1.5707963267948966,0.31785840507171703
0.07,Brachionus,2,1.7278759594743864,0.1279700717604105
0.07,Brachionus,2,1.884955592153876,0.25483420832124914
0.07,Brachionus,2,2.0420352248333655,0.0351289202770915
0.07,Brachionus,2,2.199114857512855,0.2908062794439994
0.07,Brachionus,2,2.356194490192345,0.09517314588800956
0.07,Brachionus,2,2.5132741228718345,0.32452043913743256
0.07,Brachionus,2,2.6703537555513246,0.9893933336070347
0.07,Brachionus,2,2.827433388230814,0.8623163964727114
0.07,Brachionus,2,2.9845130209103035,0.4025637818156733
0.07,Brachionus,2,3.141592653589793,0.057771462335430235
0.07,Chlorella,1,-3.141592653589793,0.0009303969123791653
0.07,Chlorella,1,-2.9845130209103035,0.0004959612520975354
0.07,Chlorella,1,-2.827433388230814,0.0002003988225414112
0.07,Chlorella,1,-2.6703537555513246,0.001445458229975439
0.07,Chlorella,1,-2.5132741228718345,0.0012466476677266637
0.07,Chlorella,1,-2.356194490192345,0.00019647691464987204
0.07,Chlorella,1,-2.199114857512855,1.4572595327715856e-05
0.07,Chlorella,1,-2.0420352248333655,0.0004351651903872401
0.07,Chlorella,1,-1.884955592153876,0.0017525276718656797
0.07,Chlorella,1,-1.7278759594743864,0.0021255444263435924
0.07,Chlorella,1,-1.5707963267948966,0.0005183852176699654
0.07,Chlorella,1,-1.413716694115407,0.00046520048801443944
0.07,Chlorella,1,-1.2566370614359172,0.0006793989531093462
0.07,Chlorella,1,-1.0995574287564276,0.00041545759636515186
0.07,Chlorella,1,-0.942477796076938,0.0011504532081611308
0.07,Chlorella,1,-0.7853981633974483,0.001566455939189154
0.07,Chlorella,1,-0.6283185307179586,0.00032039402427790986
0.07,Chlorella,1,-0.471238898038469,0.0011641724103556832
0.07,Chlorella,1,-0.3141592653589793,0.0007575221317648435
0.07,Chlorella,1,-0.15707963267948966,0.0002373740956728823
0.07,Chlorella,1,0.0,5.806463353610938e-05
0.07,Chlorella,1,0.15707963267948966,0.0002373740956728823
0.07,Chlorella,1,0.3141592653589793,0.0007575221317648435
0.07,Chlorella,1,0.471238898038469,0.0011641724103556832
0.07,Chlorella,1,0.6283185307179586,0.00032039402427790986
0.07,Chlorella,1,0.7853981633974483,0.001566455939189154
0.07,Chlorella,1,0.942477796076938,0.0011504532081611308
0.07,Chlorella,1,1.0995574287564276,0.00041545759636515186
0.07,Chlorella,1,1.2566370614359172,0.0006793989531093462
0.07,Chlorella,1,1.413716694115407,0.00046520048801443944
0.07,Chlorella,1,1.5707963267948966,0.0005183852176699654
0.07,Chlorella,1,1.7278759594743864,0.0021255444263435924
0.07,Chlorella,1,1.884955592153876,0.0017525276718656797
0.07,Chlorella,1,2.0420352248333655,0.0004351651903872401
0.07,Chlorella,1,2.199114857512855,1.4572595327715856e-05
0.07,Chlorella,1,2.356194490192345,0.00019647691464987204
0.07,Chlorella,1,2.5132741228718345,0.0012466476677266637
0.07,Chlorella,1,2.6703537555513246,0.001445458229975439
0.07,Chlorella,1,2.827433388230814,0.0002003988225414112
0.07,Chlorella,1,2.9845130209103035,0.0004959612520975354
0.07,Chlorella,1,3.141592653589793,0.0009303969123791653
0.07,Chlorella,2,-3.141592653589793,0.0005211644560735744
0.07,Chlorella,2,-2.9845130209103035,0.0024239179872605626
0.07,Chlorella,2,-2.827433388230814,0.0020381623647111923
0.07,Chlorella,2,-2.6703537555513246,0.0006350113513603655
0.07,Chlorella,2,-2.5132741228718345,0.00015973105339873441
0.07,Chlorella,2,-2.356194490192345,0.00013531081948888894
0.07,Chlorella,2,-2.199114857512855,0.0001204928176688158
0.07,Chlorella,2,-2.0420352248333655,0.00018267979682184144
0.07,Chlorella,2,-1.884955592153876,0.000370981481228695
0.07,Chlorella,2,-1.7278759594743864,0.0004480791338481848
0.07,Chlorella,2,-1.5707963267948966,0.0007374766696005432
0.07,Chlorella,2,-1.413716694115407,0.0009185568461523646
0.07,Chlorella,2,-1.2566370614359172,0.0016614203538379238
0.07,Chlorella,2,-1.0995574287564276,0.0024482070845015616
0.07,Chlorella,2,-0.942477796076938,0.0022214453616146925
0.07,Chlorella,2,-0.7853981633974483,0.0006629467539604
0.07,Chlorella,2,-0.6283185307179586,0.000589636065257429
0.07,Chlorella,2,-0.471238898038469,0.0013902859611442352
0.07,Chlorella,2,-0.3141592653589793,0.0017624945846980247
0.07,Chlorella,2,-0.15707963267948966,0.001195428290463553
0.07,Chlorella,2,0.0,0.0002617809167781556
0.07,Chlorella,2,0.15707963267948966,0.001195428290463553
0.07,Chlorella,2,0.3141592653589793,0.0017624945846980247
0.07,Chlorella,2,0.471238898038469,0.0013902859611442352
0.07,Chlorella,2,0.6283185307179586,0.000589636065257429
0.07,Chlorella,2,0.7853981633974483,0.0006629467539604
0.07,Chlorella,2,0.942477796076938,0.0022214453616146925
0.07,Chlorella,2,1.0995574287564276,0.0024482070845015616
0.07,Chlorella,2,1.2566370614359172,0.0016614203538379238
0.07,Chlorella,2,1.413716694115407,0.0009185568461523646
0.07,Chlorella,2,1.5707963267948966,0.0007374766696005432
0.07,Chlorella,2,1.7278759594743864,0.0004480791338481848
0.07,Chlorella,2,1.884955592153876,0.000370981481228695
0.07,Chlorella,2,2.0420352248333655,0.00018267979682184144
0.07,Chlorella,2,2.199114857512855,0.0001204928176688158
0.07,Chlorella,2,2.356194490192345,0.00013531081948888894
0.07,Chlorella,2,2.5132741228718345,0.00015973105339873441
0.07,Chlorella,2,2.6703537555513246,0.0006350113513603655
0.07,Chlorella,2,2.827433388230814,0.0020381623647111923
0.07,Chlorella,2,2.9845130209103035,0.0024239179872605626
0.07,Chlorella,2,3.141592653589793,0.0005211644560735744
0.12,Brachionus,1,-3.141592653589793,0.16789388021281912
0.12,Brachionus,1,-2.9845130209103035,0.2064467351961375
0.12,Brachionus,1,-2.827433388230814,0.3930022840456112
0.12,Brachionus,1,-2.6703537555513246,0.4380775258731596
0.12,Brachionus,1,-2.5132741228718345,0.275164642914513
0.12,Brachionus,1,-2.356194490192345,0.07657405539663242
0.12,Brachionus,1,-2.199114857512855,0.20560773159909962
0.12,Brachionus,1,-2.0420352248333655,0.12591627319035437
0.12,Brachionus,1,-1.884955592153876,0.08028141403204696
0.12,Brachionus,1,-1.7278759594743864,0.06649237623793429
0.12,Brachionus,1,-1.5707963267948966,0.2242128397910889
0.12,Brachionus,1,-1.413716694115407,0.26510978538363505
0.12,Brachionus,1,-1.2566370614359172,0.2720400287222199
0.12,Brachionus,1,-1.0995574287564276,0.07637121677513242
0.12,Brachionus,1,-0.942477796076938,0.1599864909009544
0.12,Brachionus,1,-0.7853981633974483,0.5089169053073491
0.12,Brachionus,1,-0.6283185307179586,0.6275172240876141
0.12,Brachionus,1,-0.471238898038469,0.2546830052724488
0.12,Brachionus,1,-0.3141592653589793,0.40872416778723036
0.12,Brachionus,1,-0.15707963267948966,0.10330867951482395
0.12,Brachionus,1,0.0,0.048908487723038886
0.12,Brachionus,1,0.15707963267948966,0.10330867951482395
0.12,Brachionus,1,0.3141592653589793,0.40872416778723036
0.12,Brachionus,1,0.471238898038469,0.2546830052724488
0.12,Brachionus,1,0.6283185307179586,0.6275172240876141
0.12,Brachionus,1,0.7853981633974483,0.5089169053073491
0.12,Brachionus,1,0.942477796076938,0.1599864909009544
0.12,Brachionus,1,1.0995574287564276,0.07637121677513242
0.12,Brachionus,1,1.2566370614359172,0.2720400287222199
0.12,Brachionus,1,1.413716694115407,0.26510978538363505
0.12,Brachionus,1,1.5707963267948966,0.2242128397910889
0.12,Brachionus,1,1.7278759594743864,0.06649237623793429
0.12,Brachionus,1,1.884955592153876,0.08028141403204696
0.12,Brachionus,1,2.0420352248333655,0.12591627319035437
0.12,Brachionus,1,2.199114857512855,0.20560773159909962
0.12,Brachionus,1,2.356194490192345,0.07657405539663242
0.12,Brachionus,1,2.5132741228718345,0.275164642914513
0.12,Brachionus,1,2.6703537555513246,0.4380775258731596
0.12,Brachionus,1,2.827433388230814,0.3930022840456112
0.12,Brachionus,1,2.9845130209103035,0.2064467351961375
0.12,Brachionus,1,3.141592653589793,0.16789388021281912
0.12,Brachionus,2,-3.141592653589793,0.30657275894010017
0.12,Brachionus,2,-2.9845130209103035,0.18677524846429402
0.12,Brachionus,2,-2.827433388230814,0.05567387964254949
0.12,Brachionus,2,-2.6703537555513246,0.11517708070898522
0.12,Brachionus,2,-2.5132741228718345,0.4982037848877484
0.12,Brachionus,2,-2.356194490192345,0.8131383081749559
0.12,Brachionus,2,-2.199114857512855,0.535914972565512
0.12,Brachionus,2,-2.0420352248333655,0.19256710113769623
0.12,Brachionus,2,-1.884955592153876,0.15142037242008327
0.12,Brachionus,2,-1.7278759594743864,0.4958514642086502
0.12,Brachionus,2,-1.5707963267948966,0.14918845165639147
0.12,Brachionus,2,-1.413716694115407,0.40373853444884544
0.12,Brachionus,2,-1.2566370614359172,0.2932082418304198
0.12,Brachionus,2,-1.0995574287564276,0.35625600539717733
0.12,Brachionus,2,-0.942477796076938,0.4625623930885311
0.12,Brachionus,2,-0.7853981633974483,0.47653560599595796
0.12,Brachionus,2,-0.6283185307179586,0.5361842012374312
0.12,Brachionus,2,-0.471238898038469,0.4749328113776312
0.12,Brachionus,2,-0.3141592653589793,0.40213128529068776
0.12,Brachionus,2,-0.15707963267948966,0.45381675040940095
0.12,Brachionus,2,0.0,0.16261952941225832
0.12,Brachionus,2,0.15707963267948966,0.45381675040940095
0.12,Brachionus,2,0.3141592653589793,0.40213128529068776
0.12,Brachionus,2,0.471238898038469,0.4749328113776312
0.12,Brachionus,2,0.6283185307179586,0.5361842012374312
0.12,Brachionus,2,0.7853981633974483,0.47653560599595796
0.12,Brachionus,2,0.942477796076938,0.4625623930885311
0.12,Brachionus,2,1.0995574287564276,0.35625600539717733
0.12,Brachionus,2,1.2566370614359172,0.2932082418304198
0.12,Brachionus,2,1.413716694115407,0.40373853444884544
0.12,Brachionus,2,1.5707963267948966,0.14918845165639147
0.12,Brachionus,2,1.7278759594743864,0.4958514642086502
0.12,Brachionus,2,1.884955592153876,0.15142037242008327
0.12,Brachionus,2,2.0420352248333655,0.19256710113769623
0.12,Brachionus,2,2.199114857512855,0.535914972565512
0.12,Brachionus,2,2.356194490192345,0.8131383081749559
0.12,Brachionus,2,2.5132741228718345,0.4982037848877484
0.12,Brachionus,2,2.6703537555513246,0.11517708070898522
0.12,Brachionus,2,2.827433388230814,0.05567387964254949
0.12,Brachionus,2,2.9845130209103035,0.18677524846429402
0.12,Brachionus,2,3.141592653589793,0.30657275894010017
0.12,Chlorella,1,-3.141592653589793,0.00030707973650501624
0.12,Chlorella,1,-2.9845130209103035,0.00037819164007678156
0.12,Chlorella,1,-2.827433388230814,0.00027265041451992515
0.12,Chlorella,1,-2.6703537555513246,0.00025811018566297364
0.12,Chlorella,1,-2.5132741228718345,0.0006440824836870648
0.12,Chlorella,1,-2.356194490192345,0.0005927269048083542
0.12,Chlorella,1,-2.199114857512855,0.00025837524261312754
0.12,Chlorella,1,-2.0420352248333655,0.00026181291719759987
0.12,Chlorella,1,-1.884955592153876,0.00044456488060730446
0.12,Chlorella,1,-1.7278759594743864,0.0004976695452041495
0.12,Chlorella,1,-1.5707963267948966,0.00036220766302536554
0.12,Chlorella,1,-1.413716694115407,0.0002136376086347848
0.12,Chlorella,1,-1.2566370614359172,7.947109962462799e-05
0.12,Chlorella,1,-1.0995574287564276,6.529436863232966e-05
0.12,Chlorella,1,-0.942477796076938,0.00029181524498133726
0.12,Chlorella,1,-0.7853981633974483,0.0004339675397424022
0.12,Chlorella,1,-0.6283185307179586,0.001142311370386107
0.12,Chlorella,1,-0.471238898038469,0.0007935457191130186
0.12,Chlorella,1,-0.3141592653589793,0.0005881647770492167
0.12,Chlorella,1,-0.15707963267948966,0.000486044819661931
0.12,Chlorella,1,0.0,0.00021584738612517607
0.12,Chlorella,1,0.15707963267948966,0.000486044819661931
0.12,Chlorella,1,0.3141592653589793,0.0005881647770492167
0.12,Chlorella,1,0.471238898038469,0.0007935457191130186
0.12,Chlorella,1,0.6283185307179586,0.001142311370386107
0.12,Chlorella,1,0.7853981633974483,0.0004339675397424022
0.12,Chlorella,1,0.942477796076938,0.00029181524498133726
0.12,Chlorella,1,1.0995574287564276,6.529436863232966e-05
0.12,Chlorella,1,1.2566370614359172,7.947109962462799e-05
0.12,Chlorella,1,1.413716694115407,0.0002136376086347848
0.12,Chlorella,1,1.5707963267948966,0.00036220766302536554
0.12,Chlorella,1,1.7278759594743864,0.0004976695452041495
0.12,Chlorella,1,1.884955592153876,0.00044456488060730446
0.12,Chlorella,1,2.0420352248333655,0.00026181291719759987
0.12,Chlorella,1,2.199114857512855,0.00025837524261312754
0.12,Chlorella,1,2.356194490192345,0.0005927269048083542
0.12,Chlorella,1,2.5132741228718345,0.0006440824836870648
0.12,Chlorella,1,2.6703537555513246,0.00025811018566297364
0.12,Chlorella,1,2.827433388230814,0.00027265041451992515
0.12,Chlorella,1,2.9845130209103035,0.00037819164007678156
0.12,Chlorella,1,3.141592653589793,0.00030707973650501624
0.12,Chlorella,2,-3.141592653589793,0.0011294569157478912
0.12,Chlorella,2,-2.9845130209103035,0.0007413999116280508
0.12,Chlorella,2,-2.827433388230814,0.0005907966644250984
0.12,Chlorella,2,-2.6703537555513246,0.000615138105993297
0.12,Chlorella,2,-2.5132741228718345,0.0007583113609423973
0.12,Chlorella,2,-2.356194490192345,0.0008981002045628902
0.12,Chlorella,2,-2.199114857512855,0.0006194139301476686
