Dilution rate,Species,Sample,Frequency,Empirical
0.04,Brachionus,1,2.6703537555513246,0.050444099039878974
0.04,Brachionus,1,2.827433388230814,0.03346603160449516
0.04,Brachionus,1,2.9845130209103035,0.04015915752349797
0.04,Brachionus,1,3.141592653589793,0.11736877616146374
0.04,Brachionus,2,-3.141592653589793,0.04740616813209589
0.04,Brachionus,2,-2.9845130209103035,0.03288327932833587
0.04,Brachionus,2,-2.827433388230814,0.039371448695412425
0.04,Brachionus,2,-2.6703537555513246,0.07124244430695516
0.04,Brachionus,2,-2.5132741228718345,0.0270188047434549
0.04,Brachionus,2,-2.356194490192345,0.07397895054291036
0.04,Brachionus,2,-2.199114857512855,0.09413688834666854
0.04,Brachionus,2,-2.0420352248333655,0.0422647241875033
0.04,Brachionus,2,-1.884955592153876,0.04460104100376607
0.04,Brachionus,2,-1.7278759594743864,0.043731588738046466
0.04,Brachionus,2,-1.5707963267948966,0.023754633628004642
0.04,Brachionus,2,-1.413716694115407,0.011733640183620192
0.04,Brachionus,2,-1.2566370614359172,0.03310641720135499
0.04,Brachionus,2,-1.0995574287564276,0.03493323407858329
0.04,Brachionus,2,-0.942477796076938,0.051939054553380555
0.04,Brachionus,2,-0.7853981633974483,0.0418589077758059
0.04,Brachionus,2,-0.6283185307179586,0.07671696192172806
0.04,Brachionus,2,-0.471238898038469,0.3906837174511621
0.04,Brachionus,2,-0.3141592653589793,0.3733026526598941
0.04,Brachionus,2,-0.15707963267948966,0.2331074728184006
0.04,Brachionus,2,0.0,0.05156955598568663
0.04,Brachionus,2,0.15707963267948966,0.2331074728184006
0.04,Brachionus,2,0.3141592653589793,0.3733026526598941
0.04,Brachionus,2,0.471238898038469,0.3906837174511621
0.04,Brachionus,2,0.6283185307179586,0.07671696192172806
0.04,Brachionus,2,0.7853981633974483,0.0418589077758059
0.04,Brachionus,2,0.942477796076938,0.051939054553380555
0.04,Brachionus,2,1.0995574287564276,0.03493323407858329
0.04,Brachionus,2,1.2566370614359172,0.03310641720135499
0.04,Brachionus,2,1.413716694115407,0.011733640183620192
0.04,Brachionus,2,1.5707963267948966,0.023754633628004642
0.04,Brachionus,2,1.7278759594743864,0.043731588738046466
0.04,Brachionus,2,1.884955592153876,0.04460104100376607
0.04,Brachionus,2,2.0420352248333655,0.0422647241875033
0.04,Brachionus,2,2.199114857512855,0.09413688834666854
0.04,Brachionus,2,2.356194490192345,0.07397895054291036
0.04,Brachionus,2,2.5132741228718345,0.0270188047434549
0.04,Brachionus,2,2.6703537555513246,0.07124244430695516
0.04,Brachionus,2,2.827433388230814,0.039371448695412425
0.04,Brachionus,2,2.9845130209103035,0.03288327932833587
0.04,Brachionus,2,3.141592653589793,0.04740616813209589
0.04,Brachionus,3,-3.141592653589793,0.04457813964463961
0.04,Brachionus,3,-2.9845130209103035,0.033761365063018384
0.04,Brachionus,3,-2.827433388230814,0.048956267372034956
0.04,Brachionus,3,-2.6703537555513246,0.10099865249223317
0.04,Brachionus,3,-2.5132741228718345,0.10990444720079635
0.04,Brachionus,3,-2.356194490192345,0.08769737249328297
0.04,Brachionus,3,-2.199114857512855,0.06777074709197752
0.04,Brachionus,3,-2.0420352248333655,0.024789754942437073
0.04,Brachionus,3,-1.884955592153876,0.041634412659684504
0.04,Brachionus,3,-1.7278759594743864,0.03009521033616398
0.04,Brachionus,3,-1.5707963267948966,0.04318546671041148
0.04,Brachionus,3,-1.413716694115407,0.03344490676449712
0.04,Brachionus,3,-1.2566370614359172,0.020019358159826778
0.04,Brachionus,3,-1.0995574287564276,0.023232979408768308
0.04,Brachionus,3,-0.942477796076938,0.025727923331462673
0.04,Brachionus,3,-0.7853981633974483,0.0952905094419027
0.04,Brachionus,3,-0.6283185307179586,0.2362720016570119
0.04,Brachionus,3,-0.471238898038469,0.2718465587639844
0.04,Brachionus,3,-0.3141592653589793,0.4732846215236692
0.04,Brachionus,3,-0.15707963267948966,0.1309216903453612
0.04,Brachionus,3,0.0,0.03533189909178733
0.04,Brachionus,3,0.15707963267948966,0.1309216903453612
0.04,Brachionus,3,0.3141592653589793,0.4732846215236692
0.04,Brachionus,3,0.471238898038469,0.2718465587639844
0.04,Brachionus,3,0.6283185307179586,0.2362720016570119
0.04,Brachionus,3,0.7853981633974483,0.0952905094419027
0.04,Brachionus,3,0.942477796076938,0.025727923331462673
0.04,Brachionus,3,1.0995574287564276,0.023232979408768308
0.04,Brachionus,3,1.2566370614359172,0.020019358159826778
0.04,Brachionus,3,1.413716694115407,0.03344490676449712
0.04,Brachionus,3,1.5707963267948966,0.04318546671041148
0.04,Brachionus,3,1.7278759594743864,0.03009521033616398
0.04,Brachionus,3,1.884955592153876,0.041634412659684504
0.04,Brachionus,3,2.0420352248333655,0.024789754942437073
0.04,Brachionus,3,2.199114857512855,0.06777074709197752
0.04,Brachionus,3,2.356194490192345,0.08769737249328297
0.04,Brachionus,3,2.5132741228718345,0.10990444720079635
0.04,Brachionus,3,2.6703537555513246,0.10099865249223317
0.04,Brachionus,3,2.827433388230814,0.048956267372034956
0.04,Brachionus,3,2.9845130209103035,0.033761365063018384
0.04,Brachionus,3,3.141592653589793,0.04457813964463961
0.04,Brachionus,4,-3.141592653589793,0.09615713402088948
0.04,Brachionus,4,-2.9845130209103035,0.04786911130936947
0.04,Brachionus,4,-2.827433388230814,0.013222898573039576
0.04,Brachionus,4,-2.6703537555513246,0.014551500894819309
0.04,Brachionus,4,-2.5132741228718345,0.023086504253567924
0.04,Brachionus,4,-2.356194490192345,0.07888190037212632
0.04,Brachionus,4,-2.199114857512855,0.09169966338210274
0.04,Brachionus,4,-2.0420352248333655,0.05564978719419958
0.04,Brachionus,4,-1.884955592153876,0.04493982620498488
0.04,Brachionus,4,-1.7278759594743864,0.04176117343897903
0.04,Brachionus,4,-1.5707963267948966,0.025673779239733633
0.04,Brachionus,4,-1.413716694115407,0.012389989384078358
0.04,Brachionus,4,-1.2566370614359172,0.037146987646901906
0.04,Brachionus,4,-1.0995574287564276,0.060390915780374164
0.04,Brachionus,4,-0.942477796076938,0.04966841449135742
0.04,Brachionus,4,-0.7853981633974483,0.07831804990822726
0.04,Brachionus,4,-0.6283185307179586,0.1704319370696518
0.04,Brachionus,4,-0.471238898038469,0.3381570278863799
0.04,Brachionus,4,-0.3141592653589793,0.47787782065018497
0.04,Brachionus,4,-0.15707963267948966,0.4119958559523688
0.04,Brachionus,4,0.0,0.10903241876788755
0.04,Brachionus,4,0.15707963267948966,0.4119958559523688
0.04,Brachionus,4,0.3141592653589793,0.47787782065018497
0.04,Brachionus,4,0.471238898038469,0.3381570278863799
0.04,Brachionus,4,0.6283185307179586,0.1704319370696518
0.04,Brachionus,4,0.7853981633974483,0.07831804990822726
0.04,Brachionus,4,0.942477796076938,0.04966841449135742
0.04,Brachionus,4,1.0995574287564276,0.060390915780374164
0.04,Brachionus,4,1.2566370614359172,0.037146987646901906
0.04,Brachionus,4,1.413716694115407,0.012389989384078358
0.04,Brachionus,4,1.5707963267948966,0.025673779239733633
0.04,Brachionus,4,1.7278759594743864,0.04176117343897903
0.04,Brachionus,4,1.884955592153876,0.04493982620498488
0.04,Brachionus,4,2.0420352248333655,0.05564978719419958
0.04,Brachionus,4,2.199114857512855,0.09169966338210274
0.04,Brachionus,4,2.356194490192345,0.07888190037212632
0.04,Brachionus,4,2.5132741228718345,0.023086504253567924
0.04,Brachionus,4,2.6703537555513246,0.014551500894819309
0.04,Brachionus,4,2.827433388230814,0.013222898573039576
0.04,Brachionus,4,2.9845130209103035,0.04786911130936947
0.04,Brachionus,4,3.141592653589793,0.09615713402088948
0.04,Brachionus,5,-3.141592653589793,0.09752113445644683
0.04,Brachionus,5,-2.9845130209103035,0.0547394469137956
0.04,Brachionus,5,-2.827433388230814,0.02956855984525562
0.04,Brachionus,5,-2.6703537555513246,0.05927854329017087
0.04,Brachionus,5,-2.5132741228718345,0.09857721524003228
0.04,Brachionus,5,-2.356194490192345,0.12911684755273484
0.04,Brachionus,5,-2.199114857512855,0.08827438036195712
0.04,Brachionus,5,-2.0420352248333655,0.03567817891972002
0.04,Brachionus,5,-1.884955592153876,0.053713104058715856
0.04,Brachionus,5,-1.7278759594743864,0.04567557015466415
0.04,Brachionus,5,-1.5707963267948966,0.03414266684919079
0.04,Brachionus,5,-1.413716694115407,0.02439018692365988
0.04,Brachionus,5,-1.2566370614359172,0.03210890402379205
0.04,Brachionus,5,-1.0995574287564276,0.0705396469753944
0.04,Brachionus,5,-0.942477796076938,0.027781472855299777
0.04,Brachionus,5,-0.7853981633974483,0.06062682813896073
0.04,Brachionus,5,-0.6283185307179586,0.13271158859624319
0.04,Brachionus,5,-0.471238898038469,0.15343422979806845
0.04,Brachionus,5,-0.3141592653589793,0.24973319185514475
0.04,Brachionus,5,-0.15707963267948966,0.1455105226885305
0.04,Brachionus,5,0.0,0.12274480576672024
0.04,Brachionus,5,0.15707963267948966,0.1455105226885305
0.04,Brachionus,5,0.3141592653589793,0.24973319185514475
0.04,Brachionus,5,0.471238898038469,0.15343422979806845
0.04,Brachionus,5,0.6283185307179586,0.13271158859624319
0.04,Brachionus,5,0.7853981633974483,0.06062682813896073
0.04,Brachionus,5,0.942477796076938,0.027781472855299777
0.04,Brachionus,5,1.0995574287564276,0.0705396469753944
0.04,Brachionus,5,1.2566370614359172,0.03210890402379205
0.04,Brachionus,5,1.413716694115407,0.02439018692365988
0.04,Brachionus,5,1.5707963267948966,0.03414266684919079
0.04,Brachionus,5,1.7278759594743864,0.04567557015466415
0.04,Brachionus,5,1.884955592153876,0.053713104058715856
0.04,Brachionus,5,2.0420352248333655,0.03567817891972002
0.04,Brachionus,5,2.199114857512855,0.08827438036195712
0.04,Brachionus,5,2.356194490192345,0.12911684755273484
0.04,Brachionus,5,2.5132741228718345,0.09857721524003228
0.04,Brachionus,5,2.6703537555513246,0.05927854329017087
0.04,Brachionus,5,2.827433388230814,0.02956855984525562
0.04,Brachionus,5,2.9845130209103035,0.0547394469137956
0.04,Brachionus,5,3.141592653589793,0.09752113445644683
0.04,Brachionus,6,-3.141592653589793,0.038322844076501515
0.04,Brachionus,6,-2.9845130209103035,0.07334375531692007
0.04,Brachionus,6,-2.827433388230814,0.04753757616869281
0.04,Brachionus,6,-2.6703537555513246,0.03711169394078245
0.04,Brachionus,6,-2.5132741228718345,0.05419501139130387
0.04,Brachionus,6,-2.356194490192345,0.07921669742176293
0.04,Brachionus,6,-2.199114857512855,0.11400944401163708
0.04,Brachionus,6,-2.0420352248333655,0.03334515621194136
0.04,Brachionus,6,-1.884955592153876,0.04142708200666021
0.04,Brachionus,6,-1.7278759594743864,0.04850554700847082
0.04,Brachionus,6,-1.5707963267948966,0.055658413030457765
0.04,Brachionus,6,-1.413716694115407,0.018700728191930915
0.04,Brachionus,6,-1.2566370614359172,0.07155694398962797
0.04,Brachionus,6,-1.0995574287564276,0.05233832439426564
0.04,Brachionus,6,-0.942477796076938,0.019464761214326377
0.04,Brachionus,6,-0.7853981633974483,0.06250964325573675
0.04,Brachionus,6,-0.6283185307179586,0.14995110917510004
0.04,Brachionus,6,-0.471238898038469,0.3789228814802506
0.04,Brachionus,6,-0.3141592653589793,0.3328893860406359
0.04,Brachionus,6,-0.15707963267948966,0.17797552096482142
0.04,Brachionus,6,0.0,0.12315006637048716
0.04,Brachionus,6,0.15707963267948966,0.17797552096482142
0.04,Brachionus,6,0.3141592653589793,0.3328893860406359
0.04,Brachionus,6,0.471238898038469,0.3789228814802506
0.04,Brachionus,6,0.6283185307179586,0.14995110917510004
0.04,Brachionus,6,0.7853981633974483,0.06250964325573675
0.04,Brachionus,6,0.942477796076938,0.019464761214326377
0.04,Brachionus,6,1.0995574287564276,0.05233832439426564
0.04,Brachionus,6,1.2566370614359172,0.07155694398962797
0.04,Brachionus,6,1.413716694115407,0.018700728191930915
0.04,Brachionus,6,1.5707963267948966,0.055658413030457765
0.04,Brachionus,6,1.7278759594743864,0.04850554700847082
0.04,Brachionus,6,1.884955592153876,0.04142708200666021
0.04,Brachionus,6,2.0420352248333655,0.03334515621194136
0.04,Brachionus,6,2.199114857512855,0.11400944401163708
0.04,Brachionus,6,2.356194490192345,0.07921669742176293
0.04,Brachionus,6,2.5132741228718345,0.05419501139130387
0.04,Brachionus,6,2.6703537555513246,0.03711169394078245
0.04,Brachionus,6,2.827433388230814,0.04753757616869281
0.04,Brachionus,6,2.9845130209103035,0.07334375531692007
0.04,Brachionus,6,3.141592653589793,0.038322844076501515
0.04,Brachionus,7,-3.141592653589793,0.07588593696439459
0.04,Brachionus,7,-2.9845130209103035,0.05561354407063873
0.04,Brachionus,7,-2.827433388230814,0.03410973178633208
0.04,Brachionus,7,-2.6703537555513246,0.07720378285133554
0.04,Brachionus,7,-2.5132741228718345,0.11164046163611208
0.04,Brachionus,7,-2.356194490192345,0.10165554073834844
0.04,Brachionus,7,-2.199114857512855,0.07131886239332003
0.04,Brachionus,7,-2.0420352248333655,0.0407832139620278
0.04,Brachionus,7,-1.884955592153876,0.044272557599322825
0.04,Brachionus,7,-1.7278759594743864,0.02565756533824948
0.04,Brachionus,7,-1.5707963267948966,0.028789021194074355
0.04,Brachionus,7,-1.413716694115407,0.03117797083624843
0.04,Brachionus,7,-1.2566370614359172,0.038073198845727796
0.04,Brachionus,7,-1.0995574287564276,0.04767567818437305
0.04,Brachionus,7,-0.942477796076938,0.04358180455734603
0.04,Brachionus,7,-0.7853981633974483,0.10082023130091051
0.04,Brachionus,7,-0.6283185307179586,0.1585371035831472
0.04,Brachionus,7,-0.471238898038469,0.19645035243235107
0.04,Brachionus,7,-0.3141592653589793,0.28600390534968845
0.04,Brachionus,7,-0.15707963267948966,0.2544136926597665
0.04,Brachionus,7,0.0,0.11066709110595885
0.04,Brachionus,7,0.15707963267948966,0.2544136926597665
0.04,Brachionus,7,0.3141592653589793,0.28600390534968845
0.04,Brachionus,7,0.471238898038469,0.19645035243235107
0.04,Brachionus,7,0.6283185307179586,0.1585371035831472
0.04,Brachionus,7,0.7853981633974483,0.10082023130091051
0.04,Brachionus,7,0.942477796076938,0.04358180455734603
0.04,Brachionus,7,1.0995574287564276,0.04767567818437305
0.04,Brachionus,7,1.2566370614359172,0.038073198845727796
0.04,Brachionus,7,1.413716694115407,0.03117797083624843
0.04,Brachionus,7,1.5707963267948966,0.028789021194074355
0.04,Brachionus,7,1.7278759594743864,0.02565756533824948
0.04,Brachionus,7,1.884955592153876,0.044272557599322825
0.04,Brachionus,7,2.0420352248333655,0.0407832139620278
0.04,Brachionus,7,2.199114857512855,0.07131886239332003
0.04,Brachionus,7,2.356194490192345,0.10165554073834844
0.04,Brachionus,7,2.5132741228718345,0.11164046163611208
0.04,Brachionus,7,2.6703537555513246,0.07720378285133554
0.04,Brachionus,7,2.827433388230814,0.03410973178633208
0.04,Brachionus,7,2.9845130209103035,0.05561354407063873
0.04,Brachionus,7,3.141592653589793,0.07588593696439459
0.04,Brachionus,8,-3.141592653589793,0.049326580716264175
0.04,Brachionus,8,-2.9845130209103035,0.03259288224940659
0.04,Brachionus,8,-2.827433388230814,0.036922477639221636
0.04,Brachionus,8,-2.6703537555513246,0.10395483892371808
0.04,Brachionus,8,-2.5132741228718345,0.09021422342010516
0.04,Brachionus,8,-2.356194490192345,0.08186497173684619
0.04,Brachionus,8,-2.199114857512855,0.09878240098534803
0.04,Brachionus,8,-2.0420352248333655,0.04292942261366059
0.04,Brachionus,8,-1.884955592153876,0.022483163588220955
0.04,Brachionus,8,-1.7278759594743864,0.031755116743280985
0.04,Brachionus,8,-1.5707963267948966,0.027707478438641686
0.04,Brachionus,8,-1.413716694115407,0.018909456417652185
0.04,Brachionus,8,-1.2566370614359172,0.04520898842777313
0.04,Brachionus,8,-1.0995574287564276,0.07079635309124173
0.04,Brachionus,8,-0.942477796076938,0.03663147882500117
0.04,Brachionus,8,-0.7853981633974483,0.03701444368893833
0.04,Brachionus,8,-0.6283185307179586,0.19148949844719976
0.04,Brachionus,8,-0.471238898038469,0.5611935103878661
0.04,Brachionus,8,-0.3141592653589793,0.2314070814353524
0.04,Brachionus,8,-0.15707963267948966,0.09776800321230773
0.04,Brachionus,8,0.0,0.05316632991404057
0.04,Brachionus,8,0.15707963267948966,0.09776800321230773
0.04,Brachionus,8,0.3141592653589793,0.2314070814353524
0.04,Brachionus,8,0.471238898038469,0.5611935103878661
0.04,Brachionus,8,0.6283185307179586,0.19148949844719976
0.04,Brachionus,8,0.7853981633974483,0.03701444368893833
0.04,Brachionus,8,0.942477796076938,0.03663147882500117
0.04,Brachionus,8,1.0995574287564276,0.07079635309124173
0.04,Brachionus,8,1.2566370614359172,0.04520898842777313
0.04,Brachionus,8,1.413716694115407,0.018909456417652185
0.04,Brachionus,8,1.5707963267948966,0.027707478438641686
0.04,Brachionus,8,1.7278759594743864,0.031755116743280985
0.04,Brachionus,8,1.884955592153876,0.022483163588220955
0.04,Brachionus,8,2.0420352248333655,0.04292942261366059
0.04,Brachionus,8,2.199114857512855,0.09878240098534803
0.04,Brachionus,8,2.356194490192345,0.08186497173684619
0.04,Brachionus,8,2.5132741228718345,0.09021422342010516
0.04,Brachionus,8,2.6703537555513246,0.10395483892371808
0.04,Brachionus,8,2.827433388230814,0.036922477639221636
0.04,Brachionus,8,2.9845130209103035,0.03259288224940659
0.04,Brachionus,8,3.141592653589793,0.049326580716264175
0.04,Brachionus,9,-3.141592653589793,0.010967694806716416
0.04,Brachionus,9,-2.9845130209103035,0.041205908102709285
0.04,Brachionus,9,-2.827433388230814,0.038096188398414034
0.04,Brachionus,9,-2.6703537555513246,0.05507992898588687
0.04,Brachionus,9,-2.5132741228718345,0.057905580639038216
0.04,Brachionus,9,-2.356194490192345,0.032687108348581566
0.04,Brachionus,9,-2.199114857512855,0.062197179924546896
0.04,Brachionus,9,-2.0420352248333655,0.0779138163942988
0.04,Brachionus,9,-1.884955592153876,0.03284013946546038
0.04,Brachionus,9,-1.7278759594743864,0.03480124365987117
0.04,Brachionus,9,-1.5707963267948966,0.0695368474989162
0.04,Brachionus,9,-1.413716694115407,0.05450716028502483
0.04,Brachionus,9,-1.2566370614359172,0.05028381858317874
0.04,Brachionus,9,-1.0995574287564276,0.035783956468252005
0.04,Brachionus,9,-0.942477796076938,0.03739943470425911
0.04,Brachionus,9,-0.7853981633974483,0.06860081974321648
0.04,Brachionus,9,-0.6283185307179586,0.09051793785353558
0.04,Brachionus,9,-0.471238898038469,0.23690392810108038
0.04,Brachionus,9,-0.3141592653589793,0.3012850939325599
0.04,Brachionus,9,-0.15707963267948966,0.07737680318084188
0.04,Brachionus,9,0.0,0.005754092514658413
0.04,Brachionus,9,0.15707963267948966,0.07737680318084188
0.04,Brachionus,9,0.3141592653589793,0.3012850939325599
0.04,Brachionus,9,0.471238898038469,0.23690392810108038
0.04,Brachionus,9,0.6283185307179586,0.09051793785353558
0.04,Brachionus,9,0.7853981633974483,0.06860081974321648
0.04,Brachionus,9,0.942477796076938,0.03739943470425911
0.04,Brachionus,9,1.0995574287564276,0.035783956468252005
0.04,Brachionus,9,1.2566370614359172,0.05028381858317874
0.04,Brachionus,9,1.413716694115407,0.05450716028502483
0.04,Brachionus,9,1.5707963267948966,0.0695368474989162
0.04,Brachionus,9,1.7278759594743864,0.03480124365987117
0.04,Brachionus,9,1.884955592153876,0.03284013946546038
0.04,Brachionus,9,2.0420352248333655,0.0779138163942988
0.04,Brachionus,9,2.199114857512855,0.062197179924546896
0.04,Brachionus,9,2.356194490192345,0.032687108348581566
0.04,Brachionus,9,2.5132741228718345,0.057905580639038216
0.04,Brachionus,9,2.6703537555513246,0.05507992898588687
0.04,Brachionus,9,2.827433388230814,0.038096188398414034
0.04,Brachionus,9,2.9845130209103035,0.041205908102709285
0.04,Brachionus,9,3.141592653589793,0.010967694806716416
0.04,Brachionus,10,-3.141592653589793,0.052699472965453575
0.04,Brachionus,10,-2.9845130209103035,0.030602502428892064
0.04,Brachionus,10,-2.827433388230814,0.033273750600863974
0.04,Brachionus,10,-2.6703537555513246,0.085592162475351
0.04,Brachionus,10,-2.5132741228718345,0.09235953999051494
0.04,Brachionus,10,-2.356194490192345,0.10247499205799682
0.04,Brachionus,10,-2.199114857512855,0.06695564115033267
0.04,Brachionus,10,-2.0420352248333655,0.019473800571027045
0.04,Brachionus,10,-1.884955592153876,0.04876283444710228
0.04,Brachionus,10,-1.7278759594743864,0.043640400018033765
0.04,Brachionus,10,-1.5707963267948966,0.04377235729286497
0.04,Brachionus,10,-1.413716694115407,0.025351102054451572
0.04,Brachionus,10,-1.2566370614359172,0.023479878887162114
0.04,Brachionus,10,-1.0995574287564276,0.028617565743892594
0.04,Brachionus,10,-0.942477796076938,0.011064083008165283
0.04,Brachionus,10,-0.7853981633974483,0.08434629443841561
0.04,Brachionus,10,-0.6283185307179586,0.21107320554417755
0.04,Brachionus,10,-0.471238898038469,0.30560161046710715
0.04,Brachionus,10,-0.3141592653589793,0.4630675378440685
0.04,Brachionus,10,-0.15707963267948966,0.14722466789021968
0.04,Brachionus,10,0.0,0.09143859482825849
0.04,Brachionus,10,0.15707963267948966,0.14722466789021968
0.04,Brachionus,10,0.3141592653589793,0.4630675378440685
0.04,Brachionus,10,0.471238898038469,0.30560161046710715
0.04,Brachionus,10,0.6283185307179586,0.21107320554417755
0.04,Brachionus,10,0.7853981633974483,0.08434629443841561
0.04,Brachionus,10,0.942477796076938,0.011064083008165283
0.04,Brachionus,10,1.0995574287564276,0.028617565743892594
0.04,Brachionus,10,1.2566370614359172,0.023479878887162114
0.04,Brachionus,10,1.413716694115407,0.025351102054451572
0.04,Brachionus,10,1.5707963267948966,0.04377235729286497
0.04,Brachionus,10,1.7278759594743864,0.043640400018033765
0.04,Brachionus,10,1.884955592153876,0.04876283444710228
0.04,Brachionus,10,2.0420352248333655,0.019473800571027045
0.04,Brachionus,10,2.199114857512855,0.06695564115033267
0.04,Brachionus,10,2.356194490192345,0.10247499205799682
0.04,Brachionus,10,2.5132741228718345,0.09235953999051494
0.04,Brachionus,10,2.6703537555513246,0.085592162475351
0.04,Brachionus,10,2.827433388230814,0.033273750600863974
0.04,Brachionus,10,2.9845130209103035,0.030602502428892064
0.04,Brachionus,10,3.141592653589793,0.052699472965453575
0.04,Brachionus,11,-3.141592653589793,0.07691948336328852
0.04,Brachionus,11,-2.9845130209103035,0.030968088967838443
0.04,Brachionus,11,-2.827433388230814,0.017092848113306604
0.04,Brachionus,11,-2.6703537555513246,0.08990880738324791
0.04,Brachionus,11,-2.5132741228718345,0.13206059656648653
0.04,Brachionus,11,-2.356194490192345,0.10148574942923956
0.04,Brachionus,11,-2.199114857512855,0.025439542076827568
0.04,Brachionus,11,-2.0420352248333655,0.04801552348709868
0.04,Brachionus,11,-1.884955592153876,0.05824056825733503
0.04,Brachionus,11,-1.7278759594743864,0.018461347611133664
0.04,Brachionus,11,-1.5707963267948966,0.028111940083135393
0.04,Brachionus,11,-1.413716694115407,0.044593710762783366
0.04,Brachionus,11,-1.2566370614359172,0.05297523583729127
0.04,Brachionus,11,-1.0995574287564276,0.0314024329042784
0.04,Brachionus,11,-0.942477796076938,0.04447872318738625
0.04,Brachionus,11,-0.7853981633974483,0.05303281829495846
0.04,Brachionus,11,-0.6283185307179586,0.06533195050002988
0.04,Brachionus,11,-0.471238898038469,0.3801276673285911
0.04,Brachionus,11,-0.3141592653589793,0.40069880603015046
0.04,Brachionus,11,-0.15707963267948966,0.1589917205131427
0.04,Brachionus,11,0.0,0.010610825591629583
0.04,Brachionus,11,0.15707963267948966,0.1589917205131427
0.04,Brachionus,11,0.3141592653589793,0.40069880603015046
0.04,Brachionus,11,0.471238898038469,0.3801276673285911
0.04,Brachionus,11,0.6283185307179586,0.06533195050002988
0.04,Brachionus,11,0.7853981633974483,0.05303281829495846
0.04,Brachionus,11,0.942477796076938,0.04447872318738625
0.04,Brachionus,11,1.0995574287564276,0.0314024329042784
0.04,Brachionus,11,1.2566370614359172,0.05297523583729127
0.04,Brachionus,11,1.413716694115407,0.044593710762783366
0.04,Brachionus,11,1.5707963267948966,0.028111940083135393
0.04,Brachionus,11,1.7278759594743864,0.018461347611133664
0.04,Brachionus,11,1.884955592153876,0.05824056825733503
0.04,Brachionus,11,2.0420352248333655,0.04801552348709868
0.04,Brachionus,11,2.199114857512855,0.025439542076827568
0.04,Brachionus,11,2.356194490192345,0.10148574942923956
0.04,Brachionus,11,2.5132741228718345,0.13206059656648653
0.04,Brachionus,11,2.6703537555513246,0.08990880738324791
0.04,Brachionus,11,2.827433388230814,0.017092848113306604
0.04,Brachionus,11,2.9845130209103035,0.030968088967838443
0.04,Brachionus,11,3.141592653589793,0.07691948336328852
0.04,Brachionus,12,-3.141592653589793,0.10836348287253716
0.04,Brachionus,12,-2.9845130209103035,0.04667338549098724
0.04,Brachionus,12,-2.827433388230814,0.013595339048599872
0.04,Brachionus,12,-2.6703537555513246,0.07878147941344009
0.04,Brachionus,12,-2.5132741228718345,0.09819553816879373
0.04,Brachionus,12,-2.356194490192345,0.07463636896012484
0.04,Brachionus,12,-2.199114857512855,0.03240779150174027
0.04,Brachionus,12,-2.0420352248333655,0.02597396373390708
0.04,Brachionus,12,-1.884955592153876,0.06468739016157463
0.04,Brachionus,12,-1.7278759594743864,0.05231715332306456
0.04,Brachionus,12,-1.5707963267948966,0.04184800450795326
0.04,Brachionus,12,-1.413716694115407,0.05821757209905678
0.04,Brachionus,12,-1.2566370614359172,0.019689660455707213
0.04,Brachionus,12,-1.0995574287564276,0.024963479995730786
